IBOV,,,PETR4,,,VALE3,,,DOLAR,
Date,Close,,Date,Close,,Date,Close,,Date,Close
42927.70556,63832.15,,42902.70556,12.28,,40539.70556,55.23,,41959.99861,2.5968
42928.70556,64835.55,,42905.70556,12.29,,40540.70556,54.74,,41960.99861,2.6047
42929.70556,65178.35,,42906.70556,11.86,,40541.70556,55.12,,41961.99861,2.5791
42930.70556,65436.18,,42907.70556,11.64,,40542.70556,55.33,,41962.99861,2.5689
42933.70556,65212.31,,42908.70556,12.04,,40546.70556,56.97,,41963.99861,2.5697
42934.70556,65337.67,,42909.70556,11.93,,40547.70556,58.15,,41964.99861,2.512
42935.70556,65179.92,,42912.70556,12.27,,40548.70556,59.2,,41965.99861,2.512
42936.70556,64938.02,,42913.70556,12.21,,40549.70556,58.44,,41967.99861,2.5425
42937.70556,64684.18,,42914.70556,12.08,,40550.70556,58,,41968.99861,2.5263
42940.70556,65099.55,,42915.70556,12.18,,40553.70556,57.89,,41969.99861,2.4979
42941.70556,65667.63,,42916.70556,12.37,,40554.70556,58.5,,41970.99861,2.5272
42942.70556,65010.57,,42919.70556,12.36,,40555.70556,60.12,,41971.99861,2.5315
42943.70556,65277.38,,42920.70556,12.43,,40556.70556,59.7,,41974.99861,2.557
42944.70556,65497.13,,42921.70556,12.21,,40557.70556,59.96,,41975.99861,2.5651
42947.70556,65920.36,,42922.70556,12.17,,40560.70556,60.17,,41976.99861,2.5491
42948.70556,66516.24,,42923.70556,11.93,,40561.70556,60.92,,41977.99861,2.5882
42949.70556,67135.99,,42926.70556,11.98,,40562.70556,59.6,,41978.99861,2.5861
42950.70556,66777.13,,42927.70556,12.33,,40563.70556,58.6,,41979.99861,2.5861
42951.70556,66897.99,,42928.70556,12.94,,40564.70556,59,,41981.99861,2.5966
42954.70556,67939.66,,42929.70556,12.87,,40567.70556,59.4,,41982.99861,2.5897
42955.70556,67898.94,,42930.70556,13.05,,40569.70556,59.35,,41983.99861,2.6131
42956.70556,67671.07,,42933.70556,12.89,,40570.70556,58.76,,41984.99861,2.6467
42957.70556,66992.09,,42934.70556,12.94,,40571.70556,57.07,,41985.99861,2.6516
42958.70556,67358.59,,42935.70556,13.23,,40574.70556,57.08,,41986.99861,2.6496
42961.70556,68284.66,,42936.70556,13.1,,40576.70556,57.4,,41987.99861,2.6496
42962.70556,68355.12,,42937.70556,12.69,,40578.70556,56.34,,41988.99861,2.6921
42963.70556,68594.29,,42940.70556,12.88,,40581.70556,56.76,,41989.99861,2.7352
42964.70556,67976.8,,42941.70556,13.22,,40583.70556,54.6,,41990.99861,2.712
42965.70556,68714.66,,42942.70556,13.06,,40584.70556,55.31,,41991.99861,2.6593
42968.70556,68634.65,,42943.70556,13,,40585.70556,56.45,,41992.99861,2.6565
42969.70556,70011.25,,42944.70556,13.13,,40588.70556,57.55,,41995.99861,2.6624
42970.70556,70477.63,,42947.70556,13.29,,40589.70556,57.36,,41996.99861,2.6912
42971.70556,71132.8,,42948.70556,13.12,,40590.70556,57.91,,41997.99861,2.6952
42972.70556,71073.65,,42949.70556,13.51,,40591.70556,57.99,,41998.99861,2.6867
42975.70556,71016.59,,42950.70556,13.31,,40592.70556,57.4,,41999.99861,2.6927
42976.70556,71329.85,,42951.70556,13.4,,40595.70556,56.1,,42002.99861,2.6993
42977.70556,70886.26,,42954.70556,13.55,,40596.70556,54.98,,42003.99861,2.6541
42978.70556,70835.05,,42955.70556,13.49,,40597.70556,56,,42004.99861,2.6542
42979.70556,71923.11,,42956.70556,13.52,,40599.70556,55.7,,42005.99861,2.6532
42982.70556,72128.83,,42957.70556,13.19,,40602.70556,56.3,,42006.99861,2.6912
42983.70556,72150.88,,42958.70556,12.95,,40603.70556,55.24,,42009.99861,2.7031
42984.70556,73412.41,,42961.70556,13.08,,40604.70556,56.18,,42010.99861,2.6966
42986.70556,73078.85,,42962.70556,13.15,,40605.70556,56.6,,42011.99861,2.6808
42989.70556,74319.22,,42963.70556,13.13,,40606.70556,55.65,,42012.99861,2.6597
42990.70556,74538.55,,42964.70556,13.05,,40612.70556,52.1,,42013.99861,2.6264
42991.70556,74787.57,,42965.70556,13.6,,40613.70556,52.82,,42016.99861,2.6702
42992.70556,74656.68,,42968.70556,13.34,,40616.70556,53,,42017.99861,2.6396
42993.70556,75756.52,,42969.70556,13.79,,40617.70556,52.05,,42018.99861,2.6121
42996.70556,75990.41,,42970.70556,13.76,,40618.70556,50.75,,42019.99861,2.6387
42997.70556,75974.18,,42971.70556,13.8,,40619.70556,52.19,,42020.99861,2.6169
42998.70556,76004.15,,42972.70556,13.88,,40620.70556,52.88,,42023.99861,2.6481
42999.70556,75604.34,,42975.70556,13.87,,40624.70556,53,,42024.99861,2.611
43000.70556,75389.75,,42976.70556,13.85,,40625.70556,53.49,,42025.99861,2.5971
43003.70556,74443.47,,42977.70556,13.45,,40627.70556,52.85,,42026.99861,2.5707
43004.70556,74318.72,,42978.70556,13.65,,40630.70556,52.51,,42027.99861,2.5778
43005.70556,73796.71,,42979.70556,14.02,,40632.70556,53.59,,42030.99861,2.5799
43006.70556,73567.25,,42982.70556,14.17,,40633.70556,52.9,,42031.99861,2.5693
43007.70556,74293.51,,42983.70556,14.41,,40634.70556,53.35,,42032.99861,2.5731
43010.70556,74359.83,,42984.70556,15.02,,40638.70556,54.15,,42033.99861,2.6002
43011.70556,76762.91,,42986.70556,14.71,,40639.70556,54.4,,42034.99861,2.6792
43012.70556,76591.44,,42989.70556,14.99,,40640.70556,53.11,,42035.99861,2.6788
43013.70556,76617.53,,42990.70556,14.87,,40641.70556,53,,42037.99861,2.7236
43014.70556,76054.72,,42991.70556,15.03,,40644.70556,53.07,,42038.99861,2.6911
43017.70556,75726.81,,42992.70556,15.04,,40645.70556,52,,42039.99861,2.7383
43018.70556,76897.21,,42993.70556,15.04,,40646.70556,51.25,,42040.99861,2.7416
43019.70556,76659.8,,42996.70556,15.04,,40647.70556,51.28,,42041.99861,2.7796
43021.70556,76989.79,,42997.70556,15.14,,40648.70556,51.15,,42044.99861,2.7663
43024.70556,76891.84,,42998.70556,15.87,,40651.70556,50.64,,42045.99861,2.8311
43025.70556,76201.25,,42999.70556,15.67,,40652.70556,51.1,,42046.99861,2.8655
43026.70556,76591.09,,43000.70556,15.69,,40653.70556,52.03,,42047.99861,2.817
43027.70556,76283.16,,43003.70556,15.84,,40658.70556,52.54,,42048.99861,2.8309
43028.70556,76390.51,,43004.70556,15.56,,40659.70556,52.58,,42050.99861,2.8309
43031.70556,75413.13,,43005.70556,15.31,,40660.70556,51.9,,42051.99861,2.826
43032.70556,76350.19,,43006.70556,15.34,,40661.70556,51.5,,42052.99861,2.8257
43033.70556,76671.13,,43007.70556,15.3,,40662.70556,51.79,,42053.99861,2.834
43034.70556,75896.35,,43010.70556,15.4,,40665.70556,51.22,,42054.99861,2.8633
43035.70556,75975.71,,43011.70556,15.98,,40666.70556,50.05,,42055.99861,2.8641
43038.70556,74800.33,,43012.70556,15.66,,40667.70556,49.12,,42058.99861,2.8747
43039.70556,74308.49,,43013.70556,15.9,,40668.70556,49.74,,42059.99861,2.857
43040.70556,73823.74,,43014.70556,15.69,,40669.70556,49.75,,42060.99861,2.8688
43042.70556,73915.43,,43017.70556,15.89,,40673.70556,49.95,,42061.99861,2.905
43045.70556,74310.79,,43018.70556,16.19,,40674.70556,48.36,,42062.99861,2.8368
43046.70556,72414.88,,43019.70556,16.08,,40675.70556,48.45,,42065.99861,2.8927
43047.70556,74363.13,,43021.70556,16.08,,40676.70556,47.66,,42066.99861,2.9279
43048.70556,72930.69,,43024.70556,16.12,,40680.70556,47.96,,42067.99861,2.9714
43049.70556,72165.64,,43025.70556,16.13,,40681.70556,48.11,,42068.99861,3.0001
43052.70556,72475.17,,43026.70556,16.16,,40682.70556,48.54,,42069.99861,3.057
43053.70556,70826.59,,43027.70556,16.15,,40683.70556,48.75,,42072.99861,3.1227
43055.70556,72511.79,,43028.70556,16.22,,40686.70556,48.7,,42073.99861,3.1016
43056.70556,73437.28,,43032.70556,16.51,,40687.70556,49.16,,42074.99861,3.1269
43060.70556,74594.61,,43033.70556,16.72,,40688.70556,49.28,,42075.99861,3.1631
43061.70556,74518.79,,43034.70556,16.73,,40689.70556,50.05,,42076.99861,3.2432
43062.70556,74486.58,,43035.70556,17.03,,40690.70556,50.35,,42077.99861,3.245
43063.70556,74157.37,,43038.70556,16.78,,40693.70556,50.14,,42079.99861,3.2428
43066.70556,74058.92,,43039.70556,16.77,,40694.70556,50.25,,42080.99861,3.2462
43067.70556,74139.72,,43040.70556,16.9,,40695.70556,49.77,,42081.99861,3.2181
43068.70556,72700.45,,43042.70556,16.94,,40696.70556,49.85,,42082.99861,3.2904
43069.70556,71970.99,,43045.70556,17.43,,40697.70556,49.43,,42083.99861,3.2246
43070.70556,72264.45,,43046.70556,16.5,,40700.70556,49.05,,42086.99861,3.1283
43073.70556,73090.17,,43047.70556,16.95,,40702.70556,49,,42087.99861,3.1362
43074.70556,72546.17,,43048.70556,16.72,,40703.70556,49.54,,42088.99861,3.1973
43075.70556,73268.35,,43049.70556,16.72,,40704.70556,48.99,,42089.99861,3.1795
43076.70556,72487.46,,43052.70556,16.64,,40707.70556,48.08,,42090.99861,3.2412
43077.70556,72731.84,,43053.70556,15.35,,40708.70556,48.32,,42093.99861,3.226
43080.70556,72800.04,,43055.70556,15.81,,40709.70556,48,,42094.99861,3.1885
43081.70556,73813.53,,43056.70556,16.02,,40710.70556,47.46,,42095.99861,3.1643
43082.70556,72914.33,,43060.70556,15.9,,40711.70556,47.22,,42096.99861,3.1222
43083.70556,72428.93,,43061.70556,16.11,,40714.70556,47.95,,42097.99861,3.1216
43084.70556,72607.7,,43062.70556,16.19,,40715.70556,48.39,,42100.99861,3.1216
43087.70556,73115.45,,43063.70556,16.1,,40716.70556,48.55,,42101.99861,3.1251
43088.70556,72680.37,,43066.70556,15.87,,40718.70556,48.88,,42102.99861,3.0461
43089.70556,73367.03,,43067.70556,15.84,,40721.70556,48.52,,42103.99861,3.0553
43090.70556,75133.43,,43068.70556,15.33,,40722.70556,49.11,,42104.99861,3.0718
43091.70556,75186.53,,43069.70556,15.38,,40723.70556,49.14,,42107.99861,3.1192
43095.70556,75707.73,,43070.70556,15.61,,40724.70556,49.49,,42108.99861,3.0646
43096.70556,76072.54,,43073.70556,15.48,,40725.70556,51.69,,42109.99861,3.0259
43097.70556,76402.08,,43074.70556,15.31,,40728.70556,52.35,,42110.99861,3.0186
43102.70556,77891.04,,43075.70556,15.52,,40729.70556,51.3,,42111.99861,3.0356
43103.70556,77995.16,,43076.70556,15.26,,40730.70556,51.13,,42113.99861,3.0367
43104.70556,78647.42,,43077.70556,15.35,,40731.70556,51.45,,42114.99861,3.0294
43105.70556,79071.47,,43080.70556,15.38,,40732.70556,51.1,,42115.99861,3.026
43108.70556,79378.54,,43081.70556,15.49,,40735.70556,50.66,,42116.99861,3.0052
43109.70556,78863.54,,43082.70556,15.18,,40736.70556,50.7,,42117.99861,2.9685
43110.70556,78200.57,,43083.70556,15.01,,40737.70556,51.33,,42118.99861,2.9468
43111.70556,79365.44,,43084.70556,14.95,,40738.70556,50.63,,42120.99861,2.9483
43112.70556,79349.12,,43087.70556,15.22,,40739.70556,50.6,,42121.99861,2.9131
43115.70556,79752.37,,43088.70556,15.14,,40743.70556,50.86,,42122.99861,2.9348
43116.70556,79831.76,,43089.70556,15.24,,40744.70556,50.86,,42123.99861,2.9527
43117.70556,81189.16,,43090.70556,15.86,,40745.70556,51.01,,42124.99861,3.0111
43118.70556,80962.65,,43091.70556,15.75,,40746.70556,51.17,,42125.99861,3.0111
43119.70556,81219.5,,43095.70556,15.97,,40750.70556,51.08,,42128.99861,3.083
43122.70556,81675.42,,43096.70556,16.05,,40751.70556,50.69,,42129.99861,3.0531
43123.70556,80643.43,,43097.70556,16.1,,40752.70556,51.15,,42130.99861,3.0287
43124.70556,83680,,43102.70556,16.55,,40756.70556,50.2,,42131.99861,3.0213
43126.70556,85530.84,,43103.70556,16.7,,40757.70556,49.15,,42132.99861,2.9712
43129.70556,84698.01,,43104.70556,16.73,,40758.70556,47.86,,42135.99861,3.0564
43130.70556,84482.46,,43105.70556,16.83,,40759.70556,45.1,,42136.99861,3.0175
43131.70556,84912.7,,43108.70556,17.03,,40760.70556,44,,42137.99861,3.0365
43132.70556,85495.24,,43109.70556,17.03,,40763.70556,39.81,,42138.99861,2.9899
43133.70556,84041.34,,43110.70556,16.8,,40764.70556,41.85,,42139.99861,2.9914
43136.70556,81861.09,,43111.70556,17.25,,40765.70556,41.89,,42142.99861,3.0058
43137.70556,83894.04,,43112.70556,17.3,,40766.70556,43.7,,42143.99861,3.0316
43138.70556,82766.73,,43115.70556,17.35,,40770.70556,43.37,,42144.99861,3.0017
43139.70556,81532.53,,43116.70556,17.65,,40771.70556,43.07,,42145.99861,3.0367
43140.70556,80898.7,,43117.70556,18.36,,40773.70556,41.6,,42146.99861,3.089
43145.70556,83542.84,,43118.70556,18.22,,40774.70556,41,,42149.99861,3.0932
43146.70556,84290.57,,43119.70556,18.26,,40777.70556,40.94,,42150.99861,3.148
43147.70556,84524.58,,43122.70556,18.47,,40778.70556,42.3,,42151.99861,3.1379
43150.70556,84792.71,,43123.70556,18.24,,40779.70556,42.57,,42152.99861,3.1584
43151.70556,85803.96,,43124.70556,19.34,,40780.70556,42.1,,42153.99861,3.1733
43152.70556,86051.82,,43126.70556,19.93,,40781.70556,42.81,,42156.99861,3.1695
43153.70556,86686.45,,43129.70556,19.85,,40784.70556,43.9,,42157.99861,3.1286
43154.70556,87293.24,,43130.70556,19.49,,40785.70556,44,,42158.99861,3.1332
43157.70556,87652.64,,43131.70556,19.7,,40786.70556,44.8,,42159.99861,3.1402
43158.70556,86935.44,,43132.70556,20.52,,40787.70556,45.07,,42160.99861,3.1396
43159.70556,85353.6,,43133.70556,19.97,,40788.70556,44.41,,42163.99861,3.1099
43160.70556,85377.79,,43136.70556,19.04,,40791.70556,43.4,,42164.99861,3.0955
43161.70556,85761.34,,43137.70556,19.99,,40792.70556,44.62,,42165.99861,3.114
43164.70556,86022.83,,43138.70556,19.44,,40794.70556,45.6,,42166.99861,3.0871
43165.70556,85653.02,,43139.70556,19.05,,40795.70556,44.9,,42167.99861,3.1168
43166.70556,85483.55,,43140.70556,18.77,,40798.70556,45.16,,42170.99861,3.1235
43167.70556,84984.61,,43145.70556,19.25,,40799.70556,45.5,,42171.99861,3.0869
43168.70556,86371.41,,43146.70556,19.4,,40800.70556,46.05,,42172.99861,3.0504
43171.70556,86900.43,,43147.70556,19.42,,40801.70556,46.56,,42173.99861,3.0578
43172.70556,86383.85,,43150.70556,20.05,,40802.70556,46.8,,42174.99861,3.0932
43173.70556,86050.96,,43151.70556,20.44,,40805.70556,47.44,,42177.99861,3.0844
43174.70556,84928.2,,43152.70556,20.25,,40806.70556,47.92,,42178.99861,3.0738
43175.70556,84886.49,,43153.70556,20.74,,40807.70556,47.12,,42179.99861,3.0949
43178.70556,83913.06,,43154.70556,21.12,,40808.70556,44.62,,42180.99861,3.1244
43179.70556,84163.8,,43157.70556,21.52,,40809.70556,44.3,,42181.99861,3.1256
43180.70556,84976.59,,43158.70556,21.5,,40813.70556,44.22,,42184.99861,3.115
43181.70556,84767.88,,43159.70556,21.46,,40814.70556,43.98,,42185.99861,3.108
43182.70556,84377.19,,43160.70556,21.03,,40815.70556,43.71,,42186.99861,3.1455
43185.70556,85087.86,,43161.70556,21.51,,40816.70556,42.65,,42187.99861,3.094
43186.70556,83808.06,,43164.70556,22.12,,40819.70556,41.37,,42188.99861,3.1292
43187.70556,83874.14,,43165.70556,21.9,,40821.70556,41.85,,42191.99861,3.1351
43188.70556,85365.56,,43166.70556,21.67,,40822.70556,42.45,,42192.99861,3.1787
43192.70556,84666.44,,43167.70556,21.7,,40823.70556,41.21,,42193.99861,3.2317
43193.70556,84623.46,,43168.70556,22.39,,40826.70556,42.5,,42194.99861,3.2211
43194.70556,84359.69,,43171.70556,22.33,,40827.70556,43.12,,42195.99861,3.1556
43195.70556,85209.66,,43172.70556,22.11,,40829.70556,43.95,,42198.99861,3.1312
43196.70556,84820.42,,43173.70556,22.38,,40830.70556,44.02,,42199.99861,3.1365
43199.70556,83307.23,,43174.70556,21.31,,40834.70556,41.38,,42200.99861,3.1356
43200.70556,84510.36,,43175.70556,21.43,,40835.70556,40.15,,42201.99861,3.1506
43201.70556,85245.59,,43178.70556,20.93,,40836.70556,39.65,,42202.99861,3.188
43202.70556,85443.53,,43179.70556,21.16,,40837.70556,40.55,,42204.99861,3.1852
43203.70556,84334.41,,43180.70556,22.05,,40841.70556,42.95,,42205.99861,3.1945
43206.70556,82861.58,,43181.70556,21.72,,40842.70556,42.42,,42206.99861,3.1719
43207.70556,84086.13,,43182.70556,21.75,,40843.70556,43.63,,42207.99861,3.2198
43208.70556,85776.46,,43185.70556,22.03,,40844.70556,44.81,,42208.99861,3.2842
43209.70556,85824.26,,43186.70556,21.44,,40847.70556,44.6,,42209.99861,3.356
43210.70556,85550.09,,43187.70556,21.2,,40848.70556,43.3,,42212.99861,3.3617
43213.70556,85602.5,,43188.70556,21.41,,40850.70556,44.69,,42213.99861,3.3545
43214.70556,85469.08,,43192.70556,20.9,,40851.70556,45.6,,42214.99861,3.3239
43215.70556,85044.39,,43193.70556,20.71,,40854.70556,46,,42215.99861,3.3708
43216.70556,86383.2,,43194.70556,20.38,,40855.70556,45.71,,42216.99861,3.4194
43217.70556,86444.66,,43195.70556,21.15,,40856.70556,44.96,,42219.99861,3.4488
43220.70556,86115.5,,43196.70556,21.28,,40858.70556,45.42,,42220.99861,3.4663
43222.70556,84547.09,,43199.70556,20.53,,40861.70556,45.2,,42221.99861,3.4838
43223.70556,83288.14,,43200.70556,21.4,,40863.70556,45.58,,42222.99861,3.5316
43224.70556,83118.03,,43201.70556,21.8,,40864.70556,44.35,,42223.99861,3.507
43227.70556,82714.43,,43202.70556,21.68,,40865.70556,44.2,,42226.99861,3.4357
43228.70556,82956.05,,43203.70556,21.2,,40868.70556,43.94,,42227.99861,3.471
43229.70556,84265.49,,43206.70556,20.62,,40869.70556,43.55,,42228.99861,3.4751
43230.70556,85861.2,,43207.70556,21.03,,40870.70556,42.4,,42229.99861,3.5193
43231.70556,85220.24,,43208.70556,21.8,,40871.70556,42.45,,42230.99861,3.479
43234.70556,85232.18,,43209.70556,22.2,,40872.70556,41.48,,42233.99861,3.4766
43235.70556,85130.42,,43210.70556,22.36,,40875.70556,41.89,,42234.99861,3.4649
43236.70556,86536.97,,43213.70556,22.48,,40876.70556,41.3,,42235.99861,3.4883
43237.70556,83621.95,,43214.70556,22.4,,40877.70556,41.65,,42236.99861,3.4578
43238.70556,83081.88,,43215.70556,21.73,,40878.70556,41.9,,42237.99861,3.498
43241.70556,81815.32,,43216.70556,22.63,,40879.70556,42.42,,42240.99861,3.5481
43242.70556,82738.88,,43217.70556,22.71,,40882.70556,43.2,,42241.99861,3.6115
43243.70556,80867.29,,43220.70556,22.97,,40883.70556,43.15,,42242.99861,3.5941
43244.70556,80122.31,,43222.70556,22.6,,40884.70556,41.27,,42243.99861,3.5502
43245.70556,78897.66,,43223.70556,22.45,,40886.70556,41.23,,42244.99861,3.5787
43248.70556,75355.84,,43224.70556,22.27,,40890.70556,40.48,,42247.99861,3.6192
43249.70556,76071.97,,43227.70556,22.65,,40891.70556,39.84,,42248.99861,3.6925
43250.70556,76753.61,,43228.70556,22.91,,40892.70556,39.2,,42249.99861,3.7539
43252.70556,77239.75,,43229.70556,24.78,,40893.70556,39.2,,42250.99861,3.735
43255.70556,78596.06,,43230.70556,25.75,,40897.70556,40,,42251.99861,3.8397
43256.70556,76641.72,,43231.70556,25.44,,40898.70556,40.13,,42254.99861,3.835
43257.70556,76117.22,,43234.70556,26.24,,40899.70556,40.7,,42255.99861,3.8159
43258.70556,73851.46,,43235.70556,26.79,,40900.70556,40.95,,42256.99861,3.7787
43259.70556,72942.07,,43236.70556,27.39,,40903.70556,40.63,,42257.99861,3.8481
43262.70556,72307.77,,43237.70556,25.95,,40904.70556,40.9,,42258.99861,3.8682
43263.70556,72754.13,,43238.70556,25.65,,40905.70556,39.72,,42261.99861,3.8107
43264.70556,72122.14,,43241.70556,25.05,,40906.70556,39.45,,42262.99861,3.8597
43265.70556,71421.19,,43242.70556,24.71,,40910.70556,40.9,,42263.99861,3.8286
43266.70556,70757.73,,43243.70556,23.27,,40911.70556,42.72,,42264.99861,3.8914
43269.70556,69814.74,,43244.70556,20.08,,40912.70556,43.01,,42265.99861,3.939
43270.70556,71394.34,,43245.70556,19.8,,40913.70556,41.86,,42268.99861,3.9814
43271.70556,72123.41,,43248.70556,16.91,,40914.70556,41.5,,42269.99861,4.0477
43272.70556,70074.9,,43249.70556,19.3,,40917.70556,41.45,,42270.99861,4.1751
43273.70556,70640.65,,43250.70556,18.98,,40918.70556,41.4,,42271.99861,3.933
43276.70556,70952.97,,43252.70556,16.16,,40919.70556,41.71,,42272.99861,3.9676
43277.70556,71404.59,,43255.70556,17.53,,40920.70556,41.29,,42275.99861,4.1037
43278.70556,70609,,43256.70556,16.59,,40921.70556,40.45,,42276.99861,4.0544
43279.70556,71766.52,,43257.70556,16.33,,40924.70556,40.71,,42277.99861,3.9457
43280.70556,72762.51,,43258.70556,15.76,,40926.70556,43.1,,42278.99861,3.9988
43283.70556,72839.74,,43259.70556,15.25,,40927.70556,42.98,,42279.99861,3.9275
43284.70556,73667.75,,43262.70556,15.41,,40928.70556,42.92,,42282.99861,3.9099
43285.70556,74743.11,,43263.70556,15.46,,40931.70556,42.61,,42283.99861,3.849
43286.70556,74553.06,,43264.70556,15.17,,40932.70556,43.01,,42284.99861,3.8803
43287.70556,75010.39,,43265.70556,15.1,,40934.70556,42.79,,42285.99861,3.7819
43291.70556,74862.38,,43266.70556,14.97,,40935.70556,43.04,,42286.99861,3.761
43292.70556,74398.55,,43269.70556,14.5,,40938.70556,43.49,,42288.99861,3.7591
43293.70556,75856.22,,43270.70556,15.42,,40939.70556,44.7,,42289.99861,3.7605
43294.70556,76594.35,,43271.70556,16.21,,40940.70556,45.6,,42290.99861,3.8888
43297.70556,76652.58,,43272.70556,15.1,,40941.70556,45.57,,42291.99861,3.8071
43298.70556,78130.3,,43273.70556,15.11,,40942.70556,45.87,,42292.99861,3.7925
43299.70556,77362.63,,43276.70556,15.7,,40945.70556,45.85,,42293.99861,3.9207
43300.70556,77486.84,,43277.70556,16.04,,40946.70556,45.84,,42296.99861,3.8878
43301.70556,78571.29,,43278.70556,16.55,,40947.70556,45.52,,42297.99861,3.9023
43304.70556,77996.12,,43279.70556,16.6,,40948.70556,45.1,,42298.99861,3.9367
43305.70556,79154.98,,43280.70556,17.19,,40949.70556,44.33,,42299.99861,3.9023
43306.70556,80218.04,,43283.70556,17.47,,40952.70556,45.45,,42300.99861,3.8756
43307.70556,79405.34,,43284.70556,17.5,,40953.70556,44.25,,42303.99861,3.9039
43308.70556,79866.1,,43285.70556,17.61,,40954.70556,43.47,,42304.99861,3.8834
43311.70556,80275.59,,43286.70556,17.86,,40955.70556,43.63,,42305.99861,3.8972
43312.70556,79220.43,,43287.70556,17.94,,40956.70556,42.93,,42306.99861,3.8447
43313.70556,79301.65,,43291.70556,17.75,,40961.70556,43,,42307.99861,3.8514
43314.70556,79636.69,,43292.70556,17.41,,40962.70556,43.86,,42310.99861,3.8702
43315.70556,81434.98,,43293.70556,17.95,,40963.70556,44.09,,42311.99861,3.7671
43318.70556,81050.76,,43294.70556,18.11,,40966.70556,43.62,,42312.99861,3.7956
43319.70556,80346.52,,43297.70556,17.88,,40967.70556,44.08,,42313.99861,3.7801
43320.70556,79151.7,,43298.70556,18.29,,40968.70556,43.55,,42314.99861,3.7663
43321.70556,78767.99,,43299.70556,18.05,,40970.70556,44.45,,42317.99861,3.7991
43322.70556,76514.35,,43300.70556,18.4,,40973.70556,43.15,,42318.99861,3.7454
43325.70556,77496.45,,43301.70556,19.29,,40974.70556,41.06,,42319.99861,3.7629
43326.70556,78602.11,,43304.70556,19.26,,40976.70556,41.15,,42320.99861,3.7669
43327.70556,77077.99,,43305.70556,19.66,,40977.70556,41.11,,42321.99861,3.8406
43328.70556,76818.72,,43306.70556,19.96,,40980.70556,40.62,,42324.99861,3.8256
43329.70556,76028.5,,43307.70556,19.41,,40981.70556,42.7,,42325.99861,3.8083
43332.70556,76327.89,,43308.70556,19.77,,40982.70556,42.3,,42326.99861,3.7671
43333.70556,75180.4,,43311.70556,19.89,,40983.70556,42.7,,42327.99861,3.7612
43334.70556,76902.3,,43312.70556,19.72,,40984.70556,42.97,,42328.99861,3.6996
43335.70556,75633.77,,43313.70556,20.01,,40988.70556,42.61,,42331.99861,3.7289
43336.70556,76262.23,,43314.70556,20.41,,40990.70556,42.45,,42332.99861,3.6962
43339.70556,77929.68,,43315.70556,21.11,,40991.70556,41.55,,42333.99861,3.7394
43340.70556,77473.18,,43318.70556,21.04,,40994.70556,42.11,,42334.99861,3.7384
43341.70556,78388.83,,43319.70556,20.71,,40995.70556,42.41,,42335.99861,3.8436
43342.70556,76404.09,,43320.70556,20.14,,40996.70556,41.6,,42338.99861,3.8666
43343.70556,76677.53,,43321.70556,20.34,,40997.70556,42.16,,42339.99861,3.8506
43346.70556,76192.73,,43322.70556,19.59,,41001.70556,44.01,,42340.99861,3.8323
43347.70556,74711.8,,43325.70556,20.04,,41002.70556,43.02,,42341.99861,3.7559
43348.70556,75092.27,,43326.70556,19.98,,41003.70556,42.17,,42342.99861,3.7462
43349.70556,76416.01,,43327.70556,19.05,,41004.70556,42.06,,42345.99861,3.7595
43353.70556,76436.35,,43328.70556,18.95,,41008.70556,41.62,,42346.99861,3.8145
43354.70556,74656.51,,43329.70556,18.46,,41009.70556,41.24,,42347.99861,3.7427
43355.70556,75124.81,,43332.70556,18.36,,41010.70556,41.24,,42348.99861,3.8078
43356.70556,74686.67,,43333.70556,17.72,,41011.70556,43.86,,42349.99861,3.8127
43357.70556,75429.09,,43334.70556,18.35,,41012.70556,43.8,,42352.99861,3.8844
43360.70556,76788.85,,43335.70556,17.95,,41016.70556,43.06,,42353.99861,3.9059
43361.70556,78313.96,,43336.70556,18.3,,41017.70556,43.5,,42354.99861,3.8929
43362.70556,78168.66,,43339.70556,18.71,,41018.70556,43.18,,42355.99861,3.8763
43363.70556,78116.01,,43340.70556,18.35,,41019.70556,43.08,,42356.99861,3.9784
43364.70556,79444.29,,43341.70556,19.3,,41022.70556,42.8,,42359.99861,4.0114
43367.70556,77984.18,,43342.70556,18.8,,41023.70556,42.9,,42360.99861,3.9852
43368.70556,78630.14,,43343.70556,19.26,,41024.70556,42.28,,42361.99861,3.941
43369.70556,78656.16,,43346.70556,19,,41025.70556,42.9,,42362.99861,3.913
43370.70556,80000.09,,43347.70556,18.65,,41026.70556,42.62,,42363.99861,3.9082
43371.70556,79342.42,,43348.70556,18.75,,41031.70556,42.6,,42366.99861,3.8551
43374.70556,78623.66,,43349.70556,18.99,,41032.70556,42.76,,42367.99861,3.8641
43375.70556,81612.28,,43353.70556,19.26,,41033.70556,41.53,,42368.99861,3.9567
43376.70556,83273.4,,43354.70556,18.5,,41036.70556,41.5,,42369.99861,3.95
43377.70556,82952.81,,43355.70556,18.95,,41037.70556,40.4,,42370.99861,3.9491
43378.70556,82321.52,,43356.70556,18.71,,41038.70556,40.3,,42373.99861,4.0373
43381.70556,86083.91,,43357.70556,18.79,,41039.70556,40.31,,42374.99861,4.0269
43382.70556,86087.55,,43360.70556,19.4,,41043.70556,38.45,,42375.99861,4.0199
43383.70556,83679.11,,43361.70556,20.25,,41044.70556,38.16,,42376.99861,4.0415
