IBOV,,,PETR4,,,VALE3,,,DOLAR,
Date,Close,,Date,Close,,Date,Close,,Date,Close
41842.70556,57983.32,,41820.70556,17.29,,39323.70556,46.66,,41183.99861,2.023
41843.70556,57419.96,,41821.70556,17.19,,39324.70556,47.33,,41184.99861,2.0251
41844.70556,57977.56,,41822.70556,17.12,,39329.70556,49.13,,41185.99861,2.0191
41845.70556,57821.08,,41823.70556,17.52,,39332.70556,50.51,,41186.99861,2.0157
41848.70556,57695.72,,41824.70556,17.5,,39337.70556,50.39,,41187.99861,2.0278
41849.70556,57118.81,,41827.70556,17.32,,39338.70556,50.6,,41188.99861,2.0278
41850.70556,56877.97,,41828.70556,17.33,,39339.70556,52.5,,41189.99861,1.9974
41851.70556,55829.41,,41830.70556,18.11,,39344.70556,55.39,,41190.99861,2.0285
41852.70556,55902.87,,41831.70556,18.24,,39345.70556,55.55,,41191.99861,2.0306
41855.70556,56616.33,,41834.70556,19.1,,39346.70556,56.1,,41192.99861,2.0394
41856.70556,56202.1,,41835.70556,19.26,,39349.70556,59.5,,41193.99861,2.0392
41857.70556,56487.18,,41836.70556,19.31,,39351.70556,59.56,,41194.99861,2.0416
41858.70556,56188.05,,41837.70556,19.56,,39352.70556,60.6,,41195.99861,2.0395
41859.70556,55572.93,,41838.70556,20.52,,39353.70556,63,,41196.99861,2.0418
41862.70556,56613.32,,41841.70556,20.94,,39358.70556,64.93,,41197.99861,2.0347
41863.70556,56442.34,,41842.70556,21.05,,39359.70556,60.21,,41198.99861,2.0312
41864.70556,55581.19,,41843.70556,20.25,,39360.70556,58.49,,41199.99861,2.0299
41865.70556,55780.41,,41844.70556,20.31,,39364.70556,60.6,,41200.99861,2.026
41866.70556,56963.65,,41845.70556,20.49,,39365.70556,61.9,,41201.99861,2.0242
41869.70556,57560.72,,41848.70556,20.15,,39366.70556,61.61,,41202.99861,2.0246
41870.70556,58449.29,,41849.70556,19.62,,39367.70556,61.6,,41203.99861,2.0247
41871.70556,58878.24,,41850.70556,19.85,,39371.70556,63.61,,41204.99861,2.023
41872.70556,58992.11,,41851.70556,19.1,,39373.70556,63,,41205.99861,2.0256
41873.70556,58407.32,,41852.70556,19,,39374.70556,63.8,,41206.99861,2.0243
41876.70556,59735.17,,41855.70556,19.55,,39378.70556,59.2,,41207.99861,2.024
41877.70556,59821.45,,41856.70556,19.7,,39379.70556,60.84,,41208.99861,2.0236
41878.70556,60950.57,,41857.70556,20.31,,39380.70556,59.1,,41209.99861,2.0252
41879.70556,60290.87,,41858.70556,20.15,,39381.70556,59.25,,41210.99861,2.0252
41880.70556,61288.15,,41859.70556,19.31,,39385.70556,65.6,,41211.99861,2.0308
41883.70556,61141.27,,41862.70556,20.14,,39386.70556,64.3,,41212.99861,2.0289
41884.70556,61895.98,,41863.70556,19.67,,39387.70556,64.6,,41213.99861,2.0302
41885.70556,61837.04,,41864.70556,18.69,,39388.70556,64.09,,41214.99861,2.0295
41886.70556,60800.02,,41865.70556,18.6,,39392.70556,62.26,,41215.99861,2.029
41887.70556,60681.98,,41866.70556,20.06,,39394.70556,64.3,,41216.99861,2.029
41890.70556,59192.75,,41869.70556,20.4,,39395.70556,63.9,,41217.99861,2.0288
41891.70556,58676.34,,41870.70556,20.91,,39402.70556,62,,41218.99861,2.0341
41892.70556,58198.66,,41871.70556,21.36,,39405.70556,59.5,,41219.99861,2.0309
41893.70556,58337.29,,41872.70556,21.3,,39407.70556,58,,41220.99861,2.0329
41894.70556,56927.81,,41873.70556,20.92,,39408.70556,58.16,,41221.99861,2.0391
41897.70556,57948.76,,41876.70556,22.04,,39409.70556,58.54,,41222.99861,2.0447
41898.70556,59114.66,,41877.70556,21.84,,39416.70556,62.5,,41223.99861,2.0447
41899.70556,59108.19,,41878.70556,22.84,,39420.70556,62.5,,41224.99861,2.0445
41900.70556,58374.48,,41879.70556,22.84,,39423.70556,64.6,,41225.99861,2.0477
41901.70556,57788.7,,41880.70556,23.36,,39427.70556,62,,41226.99861,2.0572
41904.70556,56818.11,,41883.70556,23.83,,39428.70556,61.9,,41227.99861,2.0654
41905.70556,56540.5,,41884.70556,24.56,,39429.70556,58.71,,41228.99861,2.0648
41906.70556,56824.42,,41885.70556,23.95,,39430.70556,59,,41229.99861,2.0809
41907.70556,55962.08,,41886.70556,22.79,,39433.70556,56.6,,41230.99861,2.0806
41908.70556,57212.38,,41887.70556,22.82,,39435.70556,58.2,,41232.99861,2.0772
41911.70556,54625.35,,41890.70556,21.7,,39436.70556,58.56,,41233.99861,2.0801
41912.70556,54115.98,,41891.70556,21.48,,39443.70556,59.6,,41234.99861,2.0974
41913.70556,52858.43,,41892.70556,20.95,,39450.70556,58.2,,41235.99861,2.1033
41914.70556,53518.57,,41893.70556,21.21,,39451.70556,56.1,,41236.99861,2.0766
41915.70556,54539.55,,41894.70556,20.14,,39454.70556,55.1,,41237.99861,2.08
41918.70556,57115.9,,41897.70556,20.58,,39456.70556,55.6,,41238.99861,2.0801
41919.70556,57436.33,,41898.70556,21.55,,39457.70556,56.81,,41239.99861,2.078
41920.70556,57058.48,,41899.70556,22.12,,39458.70556,56.1,,41240.99861,2.0828
41921.70556,57267.53,,41900.70556,21.29,,39461.70556,56,,41241.99861,2.0917
41922.70556,55311.59,,41901.70556,20.91,,39462.70556,53.9,,41242.99861,2.0955
41925.70556,57956.53,,41904.70556,20.59,,39463.70556,51.41,,41243.99861,2.1355
41926.70556,58015.46,,41905.70556,20.13,,39464.70556,51.05,,41244.99861,2.1334
41927.70556,56135.27,,41906.70556,20.23,,39465.70556,51.59,,41245.99861,2.1339
41928.70556,54298.33,,41907.70556,19.84,,39468.70556,46.22,,41246.99861,2.1161
41929.70556,55723.79,,41908.70556,20.94,,39469.70556,47.6,,41247.99861,2.1183
41932.70556,54302.57,,41911.70556,18.6,,39470.70556,45,,41248.99861,2.0871
41933.70556,52432.43,,41912.70556,18.09,,39471.70556,50.12,,41249.99861,2.0741
41934.70556,52411.03,,41913.70556,17.09,,39475.70556,50.25,,41250.99861,2.0735
41935.70556,50713.26,,41914.70556,17.3,,39476.70556,51.08,,41251.99861,2.0701
41936.70556,51940.73,,41915.70556,18.35,,39477.70556,52.39,,41252.99861,2.0735
41939.70556,50503.66,,41918.70556,20.39,,39478.70556,51.83,,41253.99861,2.076
41940.70556,52330.03,,41919.70556,21.21,,39479.70556,54.9,,41254.99861,2.0778
41941.70556,51049.32,,41920.70556,20.85,,39484.70556,53.11,,41255.99861,2.0704
41942.70556,52336.83,,41921.70556,21.2,,39485.70556,52.4,,41256.99861,2.0843
41943.70556,54628.6,,41922.70556,20.05,,39486.70556,53.5,,41257.99861,2.0844
41946.70556,53947.21,,41925.70556,22.13,,39489.70556,55.5,,41258.99861,2.0843
41947.70556,54383.59,,41926.70556,21.6,,39490.70556,55.91,,41259.99861,2.0851
41948.70556,53698.42,,41927.70556,20.15,,39491.70556,56.79,,41260.99861,2.0951
41949.70556,52637.06,,41928.70556,18.65,,39492.70556,56.31,,41261.99861,2.0882
41950.70556,53222.85,,41929.70556,19.09,,39493.70556,55.22,,41262.99861,2.069
41953.70556,52725.38,,41932.70556,17.92,,39496.70556,57.59,,41263.99861,2.0694
41954.70556,52474.27,,41933.70556,16.9,,39497.70556,57.91,,41264.99861,2.0563
41955.70556,52978.89,,41934.70556,16.61,,39498.70556,60,,41267.99861,2.0769
41956.70556,51846.03,,41935.70556,15.51,,39499.70556,59.8,,41268.99861,2.0771
41957.70556,51772.4,,41936.70556,16.62,,39500.70556,60.7,,41269.99861,2.048
41960.70556,51256.99,,41939.70556,14.52,,39503.70556,60.7,,41270.99861,2.0418
41961.70556,52061.86,,41940.70556,15.03,,39504.70556,60.7,,41271.99861,2.0457
41962.70556,53402.81,,41941.70556,14.02,,39505.70556,60.51,,41272.99861,2.0452
41964.70556,56084.04,,41942.70556,14.32,,39506.70556,62.5,,41273.99861,2.0451
41967.70556,55406.91,,41943.70556,15.28,,39507.70556,58.66,,41274.99861,2.0506
41968.70556,55560.81,,41946.70556,14.85,,39510.70556,58.3,,41275.99861,2.0457
41969.70556,55098.47,,41947.70556,14.82,,39511.70556,57.06,,41276.99861,2.0456
41970.70556,54721.32,,41948.70556,14.4,,39512.70556,58.77,,41277.99861,2.0433
41971.70556,54664.36,,41949.70556,14.06,,39513.70556,57.23,,41278.99861,2.0321
41974.70556,52276.58,,41950.70556,14.27,,39514.70556,56.02,,41279.99861,2.034
41975.70556,51612.47,,41953.70556,13.98,,39517.70556,54.5,,41280.99861,2.0324
41976.70556,52320.48,,41954.70556,14,,39518.70556,56.74,,41281.99861,2.0263
41977.70556,51426.87,,41955.70556,14.11,,39519.70556,57.3,,41282.99861,2.0401
41978.70556,51992.89,,41956.70556,13.6,,39520.70556,57.6,,41283.99861,2.0476
41981.70556,50274.07,,41957.70556,13.2,,39524.70556,55.33,,41284.99861,2.0258
41982.70556,50193.47,,41960.70556,12.6,,39526.70556,53.16,,41285.99861,2.0326
41983.70556,49548.08,,41961.70556,12.45,,39527.70556,52.73,,41286.99861,2.0297
41984.70556,49861.81,,41962.70556,12.78,,39531.70556,55.45,,41288.99861,2.0324
41985.70556,48001.98,,41964.70556,14.3,,39532.70556,57.02,,41289.99861,2.0329
41988.70556,47018.68,,41967.70556,14.21,,39533.70556,59.51,,41290.99861,2.0408
41989.70556,47007.51,,41968.70556,14.15,,39534.70556,59.75,,41291.99861,2.0371
41990.70556,48713.64,,41969.70556,14.17,,39535.70556,59.8,,41292.99861,2.0379
41991.70556,48495.7,,41970.70556,13.44,,39538.70556,60.5,,41293.99861,2.0377
41992.70556,49650.98,,41971.70556,12.84,,39539.70556,61.75,,41294.99861,2.0298
41995.70556,50120.86,,41974.70556,12.32,,39540.70556,61.1,,41295.99861,2.0402
41996.70556,50889.81,,41975.70556,12.17,,39541.70556,61.87,,41296.99861,2.0409
41999.70556,50144.63,,41976.70556,12.71,,39546.70556,62.7,,41297.99861,2.0339
42002.70556,50593.82,,41977.70556,12.27,,39547.70556,61.6,,41298.99861,2.0285
42003.70556,50007.41,,41978.70556,12.18,,39549.70556,60.11,,41299.99861,2.0286
42006.70556,48512.22,,41981.70556,11.51,,39552.70556,59.32,,41300.99861,2.025
42009.70556,47516.82,,41982.70556,11.42,,39554.70556,62.61,,41301.99861,2.0285
42011.70556,48000.92,,41983.70556,10.88,,39555.70556,62.65,,41302.99861,1.9942
42012.70556,49943.3,,41984.70556,10.63,,39556.70556,63.2,,41303.99861,1.9865
42013.70556,48840.25,,41985.70556,10.19,,39560.70556,65.26,,41304.99861,1.9883
42016.70556,48139.74,,41988.70556,9.06,,39562.70556,62.25,,41305.99861,1.9905
42017.70556,48041.67,,41989.70556,9.37,,39563.70556,63,,41306.99861,1.9717
42018.70556,47645.87,,41990.70556,9.47,,39566.70556,63.86,,41308.99861,1.9864
42019.70556,48026.31,,41991.70556,9.57,,39567.70556,62.3,,41309.99861,1.9932
42020.70556,49016.52,,41992.70556,9.83,,39568.70556,65.64,,41310.99861,1.9829
42023.70556,47758.01,,41995.70556,10.37,,39573.70556,66.6,,41311.99861,1.9859
42024.70556,47876.66,,41996.70556,10.91,,39574.70556,67.82,,41312.99861,1.9639
42025.70556,49224.08,,41999.70556,10.32,,39575.70556,65.95,,41313.99861,1.9711
42027.70556,48775.3,,42002.70556,10.28,,39576.70556,66.74,,41314.99861,1.9701
42030.70556,48576.55,,42003.70556,10.03,,39577.70556,66.41,,41315.99861,1.9701
42031.70556,48591.23,,42006.70556,9.36,,39581.70556,67.31,,41316.99861,1.9707
42032.70556,47694.54,,42009.70556,8.56,,39582.70556,67.26,,41317.99861,1.9673
42033.70556,47762.24,,42010.70556,8.28,,39584.70556,72.09,,41318.99861,1.9641
42034.70556,46907.68,,42011.70556,8.67,,39587.70556,71.5,,41319.99861,1.9562
42037.70556,47650.73,,42012.70556,9.23,,39589.70556,69.2,,41320.99861,1.9666
42038.70556,48963.66,,42013.70556,9.51,,39591.70556,68.25,,41321.99861,1.9651
42039.70556,49301.05,,42016.70556,8.84,,39595.70556,66.19,,41322.99861,1.9652
42040.70556,49233.85,,42017.70556,9.09,,39597.70556,67.66,,41323.99861,1.9596
42041.70556,48792.27,,42018.70556,8.91,,39601.70556,65.51,,41324.99861,1.9539
42044.70556,49382.58,,42019.70556,9.31,,39602.70556,65.29,,41325.99861,1.96
42045.70556,48510.28,,42020.70556,9.44,,39603.70556,62.96,,41326.99861,1.9718
42046.70556,48239.67,,42023.70556,9.17,,39604.70556,60.74,,41327.99861,1.9514
42047.70556,49532.72,,42024.70556,9.31,,39605.70556,62.85,,41328.99861,1.969
42048.70556,50635.92,,42025.70556,9.9,,39608.70556,59.7,,41329.99861,1.9691
42053.70556,51280.36,,42026.70556,10.23,,39610.70556,56.59,,41330.99861,1.9804
42054.70556,51294.03,,42027.70556,9.98,,39612.70556,56.76,,41331.99861,1.9807
42055.70556,51237.7,,42030.70556,9.83,,39615.70556,56.8,,41332.99861,1.9734
42058.70556,51280.64,,42031.70556,10.14,,39616.70556,58.48,,41333.99861,1.9763
42059.70556,51874.17,,42032.70556,9.11,,39617.70556,58.17,,41334.99861,1.9603
42060.70556,51811.02,,42033.70556,8.67,,39618.70556,58.05,,41335.99861,1.9755
42061.70556,51760.54,,42034.70556,8.3,,39619.70556,55.44,,41336.99861,1.9811
42062.70556,51583.09,,42037.70556,8.79,,39622.70556,56.48,,41337.99861,1.971
42065.70556,51020.81,,42038.70556,9.97,,39623.70556,57.49,,41338.99861,1.9625
42066.70556,51304.1,,42039.70556,10.02,,39624.70556,58.68,,41339.99861,1.9707
42067.70556,50468.05,,42040.70556,9.83,,39625.70556,56.6,,41340.99861,1.9595
42068.70556,50365.2,,42041.70556,9.12,,39626.70556,56.23,,41341.99861,1.942
42069.70556,49981.19,,42044.70556,9.4,,39629.70556,57.4,,41342.99861,1.9418
42072.70556,49181.01,,42045.70556,8.91,,39630.70556,55.01,,41343.99861,1.9419
42073.70556,48293.4,,42046.70556,9.08,,39631.70556,52.19,,41344.99861,1.9572
42074.70556,48905.58,,42047.70556,9.45,,39632.70556,50.95,,41345.99861,1.9656
42075.70556,48880.4,,42048.70556,10.03,,39633.70556,51.5,,41346.99861,1.9715
42076.70556,48595.81,,42053.70556,10.04,,39637.70556,51,,41347.99861,1.972
42079.70556,48848.21,,42054.70556,9.71,,39640.70556,50.17,,41348.99861,1.9768
42080.70556,50285.12,,42055.70556,9.64,,39645.70556,49.2,,41349.99861,1.9768
42081.70556,51526.19,,42058.70556,9.5,,39646.70556,46.54,,41350.99861,1.9788
42082.70556,50953.53,,42059.70556,9.9,,39647.70556,46.01,,41351.99861,1.9827
42083.70556,51966.58,,42060.70556,9.4,,39650.70556,47.7,,41352.99861,1.9826
42086.70556,51908.46,,42061.70556,9.23,,39651.70556,45.91,,41353.99861,1.9844
42087.70556,51506.07,,42062.70556,9.55,,39652.70556,45.87,,41354.99861,2.0051
42088.70556,51858.3,,42065.70556,9.42,,39653.70556,43.73,,41355.99861,2.0047
42089.70556,50579.85,,42066.70556,9.57,,39657.70556,43.99,,41356.99861,2.0065
42090.70556,50094.66,,42067.70556,9.27,,39658.70556,45.05,,41357.99861,2.0065
42093.70556,51243.45,,42068.70556,9.24,,39659.70556,48.1,,41358.99861,2.006
42094.70556,51150.16,,42069.70556,9.25,,39660.70556,47.34,,41359.99861,2.0147
42095.70556,52321.76,,42072.70556,8.92,,39661.70556,44.39,,41360.99861,2.0102
42096.70556,53123.02,,42073.70556,8.52,,39664.70556,41.19,,41361.99861,2.0192
42100.70556,53737.26,,42074.70556,8.74,,39665.70556,41.63,,41362.99861,2.019
42101.70556,53729.16,,42075.70556,8.47,,39666.70556,42.2,,41363.99861,2.019
42102.70556,53661.11,,42076.70556,8.34,,39667.70556,42.4,,41364.99861,2.019
42103.70556,53802.66,,42079.70556,8.39,,39668.70556,41.69,,41365.99861,2.0151
42104.70556,54214.11,,42080.70556,8.86,,39671.70556,40.15,,41366.99861,2.0198
42107.70556,54239.77,,42081.70556,9.2,,39673.70556,41.75,,41367.99861,2.0232
42108.70556,53981.92,,42082.70556,8.92,,39674.70556,42.2,,41368.99861,2.0133
42109.70556,54918.74,,42083.70556,9.22,,39675.70556,41.4,,41369.99861,1.9937
42110.70556,54674.21,,42086.70556,9.33,,39678.70556,40.48,,41371.99861,1.9832
42111.70556,53954.79,,42087.70556,9.42,,39680.70556,43.36,,41372.99861,1.989
42114.70556,53761.27,,42088.70556,9.8,,39681.70556,44.2,,41373.99861,1.9775
42116.70556,54617.36,,42089.70556,9.33,,39682.70556,43.48,,41374.99861,1.9697
42117.70556,55684.85,,42090.70556,9.36,,39685.70556,42.16,,41375.99861,1.974
42118.70556,56594.22,,42093.70556,9.71,,39686.70556,42.2,,41376.99861,1.9517
42121.70556,55534.5,,42094.70556,9.66,,39687.70556,43.58,,41377.99861,1.9517
42122.70556,55812.03,,42095.70556,10.26,,39688.70556,43.8,,41378.99861,1.9662
42123.70556,55325.29,,42096.70556,10.69,,39689.70556,43.47,,41379.99861,2
42124.70556,56229.38,,42100.70556,10.71,,39692.70556,42.79,,41380.99861,1.9846
42128.70556,57353.98,,42101.70556,10.92,,39693.70556,41.8,,41381.99861,1.9976
42129.70556,58051.61,,42102.70556,10.57,,39694.70556,41.6,,41382.99861,1.9817
42130.70556,57103.14,,42103.70556,11.58,,39695.70556,40.34,,41383.99861,2.0054
42131.70556,56921.39,,42104.70556,11.81,,39696.70556,40.79,,41384.99861,2.0054
42132.70556,57149.33,,42107.70556,12.27,,39699.70556,39.31,,41385.99861,2.0052
42135.70556,57197.1,,42108.70556,12.46,,39700.70556,37.36,,41386.99861,2.0159
42136.70556,56792.05,,42109.70556,13.34,,39702.70556,41.6,,41387.99861,2.0185
42137.70556,56372.04,,42110.70556,12.98,,39703.70556,42.66,,41388.99861,2.0077
42138.70556,56656.57,,42111.70556,12.95,,39706.70556,38.9,,41389.99861,2
42139.70556,57248.63,,42114.70556,13.07,,39707.70556,39.9,,41390.99861,1.9947
42142.70556,56204.23,,42116.70556,13,,39708.70556,37.1,,41391.99861,1.9949
42143.70556,55498.82,,42117.70556,12.87,,39709.70556,39.8,,41392.99861,1.9933
42144.70556,54901.02,,42118.70556,13.22,,39710.70556,43.1,,41393.99861,2.0075
42145.70556,55112.05,,42121.70556,12.52,,39713.70556,41.9,,41394.99861,1.9986
42146.70556,54377.29,,42122.70556,12.77,,39714.70556,38.83,,41395.99861,2.0015
42149.70556,54609.26,,42123.70556,12.82,,39715.70556,39.5,,41396.99861,2.007
42150.70556,53629.78,,42124.70556,13.06,,39716.70556,40.88,,41397.99861,2.0054
42151.70556,54236.25,,42128.70556,13.79,,39717.70556,38.5,,41398.99861,2.0053
42152.70556,53976.28,,42129.70556,14.43,,39720.70556,33.8,,41399.99861,2.01
42153.70556,52760.48,,42130.70556,13.79,,39721.70556,36.55,,41400.99861,2.006
42156.70556,53031.32,,42131.70556,13.66,,39722.70556,36.39,,41401.99861,2.0059
42157.70556,54236.44,,42132.70556,13.51,,39723.70556,32.55,,41402.99861,2
42158.70556,53522.91,,42135.70556,13.77,,39724.70556,32.74,,41403.99861,2.011
42160.70556,52973.38,,42136.70556,13.73,,39727.70556,30.25,,41404.99861,2.0178
42163.70556,52809.64,,42137.70556,13.98,,39728.70556,29.02,,41405.99861,2.0138
42164.70556,52815.99,,42138.70556,13.9,,39729.70556,29,,41407.99861,2.0064
42165.70556,53876.45,,42139.70556,14.04,,39730.70556,27.94,,41408.99861,2.0187
42166.70556,53688.52,,42142.70556,13.7,,39731.70556,28.3,,41409.99861,2.0188
42167.70556,53347.53,,42143.70556,12.89,,39734.70556,32,,41410.99861,2.0227
42170.70556,53137.53,,42144.70556,12.84,,39735.70556,31.49,,41411.99861,2.0317
42171.70556,53702.15,,42145.70556,13.48,,39736.70556,25.64,,41412.99861,2.0111
42172.70556,53248.54,,42146.70556,13.07,,39737.70556,25,,41413.99861,2.0312
42173.70556,54238.59,,42149.70556,12.83,,39738.70556,25.2,,41414.99861,2.0357
42174.70556,53749.42,,42150.70556,12.39,,39741.70556,28.55,,41415.99861,2.0378
42177.70556,53863.68,,42151.70556,12.54,,39742.70556,28.84,,41416.99861,2.0457
42178.70556,53772.43,,42152.70556,12.65,,39743.70556,27.2,,41417.99861,2.041
42179.70556,53842.53,,42153.70556,12.33,,39744.70556,25.65,,41418.99861,2.0296
42180.70556,53175.67,,42156.70556,12.36,,39745.70556,24.39,,41419.99861,2.0469
42181.70556,54016.97,,42157.70556,12.88,,39748.70556,22.1,,41421.99861,2.0537
42184.70556,53014.21,,42158.70556,12.79,,39749.70556,25.16,,41422.99861,2.0738
42185.70556,53080.88,,42160.70556,12.57,,39750.70556,25.94,,41423.99861,2.1072
42186.70556,52757.54,,42163.70556,12.57,,39751.70556,27.79,,41424.99861,2.1072
42187.70556,53106.19,,42164.70556,13,,39752.70556,28.39,,41425.99861,2.1378
42188.70556,52519.41,,42165.70556,13.08,,39755.70556,29,,41427.99861,2.0899
42191.70556,52149.37,,42166.70556,13.1,,39756.70556,31.04,,41428.99861,2.1211
42192.70556,52343.72,,42167.70556,13.02,,39758.70556,27.5,,41429.99861,2.1242
42193.70556,51781.75,,42170.70556,13.01,,39759.70556,26.65,,41430.99861,2.127
42195.70556,52590.72,,42171.70556,13.38,,39762.70556,27.9,,41431.99861,2.1273
42198.70556,53119.47,,42172.70556,13.14,,39763.70556,28.25,,41432.99861,2.1165
42199.70556,53239.18,,42173.70556,13.45,,39764.70556,26.41,,41433.99861,2.1157
42200.70556,52902.28,,42174.70556,13.15,,39765.70556,27.29,,41434.99861,2.1291
42201.70556,53069.75,,42177.70556,13.17,,39766.70556,27.05,,41435.99861,2.1439
42202.70556,52341.8,,42178.70556,12.97,,39769.70556,26.7,,41436.99861,2.1296
42205.70556,51600.08,,42179.70556,13.22,,39770.70556,25.55,,41437.99861,2.1527
42206.70556,51474.28,,42180.70556,12.6,,39771.70556,25,,41438.99861,2.1168
42207.70556,50915.79,,42181.70556,13.21,,39773.70556,22.8,,41439.99861,2.1492
42208.70556,49806.63,,42184.70556,12.85,,39777.70556,26.81,,41440.99861,2.0964
42209.70556,49245.85,,42185.70556,12.69,,39778.70556,27.59,,41441.99861,2.0964
42212.70556,48735.54,,42186.70556,12.16,,39779.70556,27.05,,41442.99861,2.168
42213.70556,49601.6,,42187.70556,12.35,,39780.70556,27.53,,41443.99861,2.1776
42214.70556,50245.15,,42188.70556,11.76,,39783.70556,25.5,,41444.99861,2.2242
42215.70556,49897.4,,42191.70556,11.51,,39784.70556,24.55,,41445.99861,2.2557
42216.70556,50864.77,,42192.70556,11.77,,39785.70556,24.87,,41446.99861,2.2391
42219.70556,50138.05,,42193.70556,11.46,,39786.70556,24.09,,41447.99861,2.2385
42220.70556,50058.49,,42195.70556,11.81,,39787.70556,23.55,,41448.99861,2.2385
42221.70556,50287.27,,42198.70556,11.79,,39790.70556,26.5,,41449.99861,2.2255
42222.70556,50011.32,,42199.70556,11.99,,39791.70556,26.87,,41450.99861,2.2102
42223.70556,48577.32,,42200.70556,11.78,,39792.70556,28.71,,41451.99861,2.1862
